name,author,narrator,time,releasedate,language,stars,price
Ruby Fairygale und die Insel der Magie,Writtenby:KiraGembri,Narratedby:MarleneJablonski,52 mins,16-03-22,german,Not rated yet,233.00
Die Prinzessin in der Seifenblase,Writtenby:MarieWollatz,Narratedby:JulianeWolf,12 mins,21-02-22,german,Not rated yet,32.00
Arrested for Witchcraft!,"Writtenby:DanteGinevra,RichardBell,MariBolte",Narratedby:anonymous,12 mins,23-02-22,English,Not rated yet,93.00
Otto ja Dracon siepparit,Writtenby:TapaniBagge,Narratedby:ValtteriLehtinen,4 hrs and 14 mins,17-02-22,finnish,Not rated yet,166.00
Barbie Dreamtopia - Haavemaa,"Writtenby:AmandaPuerto-Lichtenberg-translator,Mattel",Narratedby:AnuVilhunen,21 mins,17-02-22,finnish,Not rated yet,32.00
Element High - Die Aufnahmeprüfung,Writtenby:ManuelNeff,Narratedby:RichardLingscheidt,5 hrs and 48 mins,18-02-22,german,Not rated yet,502.00
Feen-Alarm!,Writtenby:AnnaRuhe,Narratedby:UtaDänekamp,1 hr and 8 mins,17-02-22,german,Not rated yet,300.00
Ein Alien kommt selten allein,Writtenby:TobiasGoldfarb,Narratedby:OliverRohrbeck,2 hrs and 35 mins,24-02-22,german,Not rated yet,233.00
El burrito tragacuentos,Writtenby:LuisaVillarLiébana,Narratedby:NereaCrespo,9 mins,21-02-22,spanish,Not rated yet,38.00
Frau Honig und die Magie der Worte,Writtenby:SabineBohlmann,Narratedby:SabineBohlmann,2 hrs and 59 mins,24-02-22,german,Not rated yet,300.00
Wenn der Wind weht,Writtenby:SabineBohlmann,Narratedby:SabineBohlmann,3 hrs and 7 mins,24-02-22,german,Not rated yet,300.00
Frau Honig und das Glück der kleinen Dinge,Writtenby:SabineBohlmann,Narratedby:SabineBohlmann,3 hrs and 10 mins,24-02-22,german,Not rated yet,300.00
Und plötzlich war Frau Honig da,Writtenby:SabineBohlmann,Narratedby:SabineBohlmann,3 hrs and 9 mins,24-02-22,german,Not rated yet,300.00
The Ogress and the Orphans,Writtenby:KellyBarnhill,Narratedby:SuzanneToren,13 hrs and 4 mins,08-03-22,English,Not rated yet,585.00
The Grave Thief,Writtenby:DeeHahn,Narratedby:TimCampbell,7 hrs and 29 mins,01-03-22,English,Not rated yet,773.00
Race Through Space,Writtenby:TheanneGriffith,Narratedby:GiordanDiaz,1 hr and 4 mins,22-02-22,English,Not rated yet,402.00
The Switch,Writtenby:AnthonyHorowitz,Narratedby:NickolasGrace,3 hrs and 48 mins,10-09-07,English,Not rated yet,664.00
The Beginning,Writtenby:M.J.Thomas,Narratedby:AdamVerner,1 hr and 23 mins,06-09-18,English,Not rated yet,586.00
Blood Promise,Writtenby:RichelleMead,Narratedby:EmilyShaffer,13 hrs and 6 mins,04-05-10,English,4 out of 5 stars1 rating,"1,507.00"
A Wrinkle in Time Archival Edition: Read by the Author,Writtenby:MadeleineL'Engle,Narratedby:MadeleineL'Engle,5 hrs and 54 mins,06-11-18,English,Not rated yet,"1,105.00"
"The Princess in Black, Books 4-6","Writtenby:ShannonHale,DeanHale",Narratedby:JuliaWhelan,55 mins,25-09-18,English,Not rated yet,754.00
Last Sacrifice,Writtenby:RichelleMead,Narratedby:EmilyShaffer,17 hrs and 36 mins,07-12-10,English,4.5 out of 5 stars2 ratings,"1,633.00"
Quidditch a través de los tiempos,"Writtenby:J.K.Rowling,KennilworthyWhisp","Narratedby:GloriaTarridas,IsraelElejalde,LeonorWatling",3 hrs and 7 mins,10-06-21,spanish,Not rated yet,652.00
Race to Crashpoint Tower,Writtenby:DanielJoseOlder,Narratedby:ToddHaberkorn,3 hrs and 20 mins,29-06-21,English,Not rated yet,469.00
Robot on the Loose,"Writtenby:HenryWinkler,LinOliver",Narratedby:HenryWinkler,1 hr and 17 mins,15-06-21,English,Not rated yet,305.00
The Worst Witch,Writtenby:JillMurphy,Narratedby:GemmaArterton,1 hr and 5 mins,04-09-14,English,5 out of 5 stars4 ratings,410.00
Magic Tree House: Books 29 & 30,Writtenby:MaryPopeOsborne,Narratedby:MaryPopeOsborne,2 hrs and 10 mins,07-08-18,English,5 out of 5 stars1 rating,502.00
Classic Goosebumps: The Ghost Next Door,Writtenby:R.L.Stine,Narratedby:EmilyEiden,2 hrs and 26 mins,01-08-15,English,5 out of 5 stars5 ratings,351.00
Magic Tree House: Books 31 & 32,Writtenby:MaryPopeOsborne,Narratedby:MaryPopeOsborne,2 hrs and 12 mins,09-07-19,English,5 out of 5 stars1 rating,502.00
Gates of Rome,Writtenby:AlexScarrow,Narratedby:TrevorWhite,12 hrs and 6 mins,02-01-14,English,5 out of 5 stars1 rating,820.00
City of Shadows,Writtenby:AlexScarrow,Narratedby:TrevorWhite,11 hrs and 44 mins,02-01-14,English,Not rated yet,752.00
Danielle,Writtenby:RayKurzweil,Narratedby:AdenreleOjo,14 hrs and 34 mins,23-04-19,English,Not rated yet,703.00
Alice in Wonderland and Through the Looking Glass,Writtenby:LewisCarroll,Narratedby:ShelbyLewis,6 hrs and 46 mins,18-07-12,English,4.5 out of 5 stars2 ratings,668.00
Rogue,Writtenby:KarenLynch,Narratedby:CaitlinGreer,13 hrs and 26 mins,05-01-16,English,Not rated yet,"1,003.00"
It's Alive! It's Alive!,Writtenby:R.L.Stine,"Narratedby:JoeFria,StephanieDrake",2 hrs and 58 mins,26-02-19,English,4.5 out of 5 stars3 ratings,422.00
The Paragon Expedition (Hindi Edition),Writtenby:SusanWasserman,Narratedby:SakshiSharma,8 mins,31-08-20,Hindi,Not rated yet,117.00
Please Do Not Feed the Weirdo,Writtenby:R.L.Stine,"Narratedby:JoeFria,MaxwellGlick",2 hrs and 40 mins,27-02-18,English,Not rated yet,422.00
Tales from Earthsea,Writtenby:UrsulaK.LeGuin,Narratedby:JennySterlin,12 hrs and 13 mins,22-08-16,English,Not rated yet,938.00
Room on The Broom and Other Songs,Writtenby:JuliaDonaldson,Narratedby:JuliaDonaldson,37 mins,09-09-08,English,Not rated yet,323.00
"The Princess in Black, Books 7-8","Writtenby:ShannonHale,DeanHale",Narratedby:JuliaWhelan,41 mins,06-10-20,English,Not rated yet,854.00
Entrevista con un robot (Narración en Castellano) [Interview with the Robot],Writtenby:LeeBacon,"Narratedby:VerónicaLlaneza,TeresaReal,RobertoCuadrado,",3 hrs and 40 mins,27-01-21,spanish,Not rated yet,836.00
Amari and the Night Brothers,Writtenby:B.B.Alston,Narratedby:ImaniParks,11 hrs and 11 mins,21-01-21,English,4 out of 5 stars1 rating,930.00
Crime and Carpetbags,Writtenby:JulieBerry,Narratedby:JayneEntwistle,9 hrs and 8 mins,29-04-21,English,Not rated yet,"1,003.00"
Dragon Daughter,Writtenby:LizFlanagan,Narratedby:RebeccaKing,9 hrs and 58 mins,31-08-21,English,Not rated yet,569.00
The Acrobats of Agra,Writtenby:RobinScott-Elliot,Narratedby:BlytheJandoo,6 hrs and 31 mins,28-07-21,English,Not rated yet,569.00
A Scare of a Dare,Writtenby:ZackZombie,Narratedby:NathanWWood,34 mins,04-12-15,English,4 out of 5 stars4 ratings,132.00
The Girl and the Witch’s Garden,Writtenby:ErinBowman,Narratedby:RoisinRankin,5 hrs and 53 mins,28-07-21,English,Not rated yet,569.00
The Girl Who Lost Her Shadow,Writtenby:EmilyIlett,Narratedby:KatieLeung,4 hrs and 15 mins,28-07-21,English,Not rated yet,417.00
Dragon Assassin: Volume 4,Writtenby:ArthurSlade,Narratedby:ClareCorbett,9 hrs and 36 mins,27-07-21,English,Not rated yet,"1,172.00"
Knight Sir Louis and the Dreadful Damsel,Writtenby:TheBrothersMcLeod,Narratedby:MylesMcLeod,2 hrs and 57 mins,28-07-21,English,Not rated yet,227.00
Der kleine Vampir in der Höhle des Löwen,Writtenby:AngelaSommer-Bodenburg,Narratedby:KatharinaThalbach,3 hrs and 1 min,28-07-21,german,Not rated yet,267.00
Der kleine Vampir und der Lichtapparat,Writtenby:AngelaSommer-Bodenburg,Narratedby:KatharinaThalbach,3 hrs and 23 mins,28-07-21,german,Not rated yet,267.00
The Darkest Dream,Writtenby:PaulaHarrison,Narratedby:LarnerWallace-Taylor,5 hrs and 9 mins,28-07-21,English,Not rated yet,569.00
Harriet Versus the Galaxy,Writtenby:SamanthaBaines,Narratedby:SamanthaBaines,2 hrs and 7 mins,28-07-21,English,Not rated yet,227.00
Robyn Silver: The Midnight Chimes,Writtenby:PaulaHarrison,Narratedby:LarnerWallace-Taylor,5 hrs and 41 mins,28-07-21,English,Not rated yet,569.00
The Broken Spell,Writtenby:ErikaMcGann,Narratedby:AmyMcAllister,5 hrs and 37 mins,01-08-21,English,Not rated yet,664.00
Grace-Ella Witch Camp,Writtenby:SharonMarieJones,Narratedby:RakieAyola,1 hr and 44 mins,28-07-21,English,Not rated yet,227.00
Trouble with Tattle-Tails,Writtenby:JonathanAuxier,"Narratedby:MatthewBrenher,GaryFurlong,GildartJackson,",33 mins,29-07-21,English,Not rated yet,234.00
Der Kampf der Welten,Writtenby:ChrisColfer,Narratedby:RufusBeck,11 hrs and 23 mins,28-07-21,german,Not rated yet,535.00
Kell and the Giants,Writtenby:DarcyPattison,Narratedby:JosiahJohnBildner,1 hr and 25 mins,23-07-21,English,Not rated yet,211.00
Uncle Gobb and the Dread Shed,Writtenby:MichaelRosen,Narratedby:BenHiggins,1 hr and 30 mins,01-08-21,English,Not rated yet,562.00
TimeRiders: The Infinity Cage (Book 9),Writtenby:AlexScarrow,Narratedby:TrevorWhite,11 hrs and 29 mins,06-11-14,English,Not rated yet,752.00
I Am Slappy's Evil Twin,Writtenby:R.L.Stine,"Narratedby:JoeFria,AaronLandon,P.J.Ochlan",2 hrs and 50 mins,26-09-17,English,4.5 out of 5 stars3 ratings,422.00
The Wizenard Series: Training Camp,Writtenby:WesleyKing,Narratedby:PhyliciaRashad,18 hrs and 42 mins,19-03-19,English,4 out of 5 stars2 ratings,938.00
The Worst Witch Strikes Again,Writtenby:JillMurphy,Narratedby:GemmaArterton,54 mins,04-09-14,English,4.5 out of 5 stars2 ratings,410.00
Diary of a Dummy,Writtenby:R.L.Stine,Narratedby:JoeFria,2 hrs and 27 mins,03-03-20,English,5 out of 5 stars3 ratings,445.00
First Prize for the Worst Witch,Writtenby:JillMurphy,Narratedby:GemmaArterton,2 hrs and 7 mins,06-09-18,English,Not rated yet,410.00
Four Children and It,Writtenby:JacquelineWilson,Narratedby:JacquelineWilson,7 hrs and 29 mins,16-08-12,English,Not rated yet,664.00
The Wizard of Oz,Writtenby:L.FrankBaum,Narratedby:RonKnowles,4 hrs and 28 mins,19-03-09,English,Not rated yet,585.00
The Minnesota Chronicles,Writtenby:MorganTaylor,Narratedby:MorganTaylor,4 hrs and 17 mins,19-09-19,English,5 out of 5 stars1 rating,501.00
Mummy Fairy and Me: Unicorn Wishes,Writtenby:SophieKinsella,Narratedby:SophieAldred,1 hr and 8 mins,07-03-19,English,2 out of 5 stars1 rating,410.00
From Mind to Market,Writtenby:RogerD.Blackwell,Narratedby:DennisMcKee,7 hrs and 46 mins,01-11-00,English,Not rated yet,585.00
House of Robots: Robots Go Wild!,Writtenby:JamesPatterson,Narratedby:JackPatterson,3 hrs and 19 mins,03-12-15,English,Not rated yet,615.00
Minecraft Dungeons: Rise of the Arch-Illager,Writtenby:MattForbeck,Narratedby:DanBittner,7 hrs and 22 mins,09-07-20,English,5 out of 5 stars5 ratings,888.00
The Giraffe and the Pelly and Me,Writtenby:RoaldDahl,Narratedby:HughLaurie,45 mins,11-09-14,English,5 out of 5 stars9 ratings,615.00
The Magic Flower Shop,Writtenby:GinaMayer,Narratedby:KhristineHvam,1 hr and 45 mins,04-02-21,English,5 out of 5 stars1 rating,501.00
The Spook's Curse,Writtenby:JosephDelaney,Narratedby:WillThorp,7 hrs and 20 mins,22-03-11,English,Not rated yet,683.00
Vampire Academy: Blood Promise,Writtenby:RichelleMead,Narratedby:EmilyShaffer,13 hrs and 6 mins,21-09-11,English,5 out of 5 stars4 ratings,820.00
Kinslayer,Writtenby:JayKristoff,Narratedby:JaneCollingwood,18 hrs and 24 mins,12-09-13,English,Not rated yet,990.00
The Kill Order,Writtenby:JamesDashner,Narratedby:MarkDeakins,9 hrs and 58 mins,03-06-13,English,4.5 out of 5 stars5 ratings,702.00
Daliahs Garten - Das Geheimnis des grünen Nachtfeuers,Writtenby:FabiolaTuran,Narratedby:JodieAhlborn,5 hrs and 19 mins,19-07-21,german,Not rated yet,334.00
Everfree-legenden,Writtenby:PerditaFinn,Narratedby:EvaMariaOria,2 hrs and 29 mins,13-07-21,swedish,Not rated yet,166.00
Edie and the Box of Flits (Edie and the Flits 1),Writtenby:KateWilkinson,Narratedby:CharlieSanderson,5 hrs and 45 mins,22-07-21,English,Not rated yet,569.00
"Kell, the Alien",Writtenby:DarcyPattison,Narratedby:JosiahJohnBildner,1 hr and 24 mins,23-07-21,English,Not rated yet,211.00
Ricky Ricotta's Mighty Robot vs. the Stupid Stinkbugs from Saturn,Writtenby:DavPilkey,Narratedby:OliverWyman,29 mins,21-07-21,English,Not rated yet,258.00
Ricky Ricotta's Mighty Robot vs. the Jurassic Jackrabbits from Jupiter,Writtenby:DavPilkey,Narratedby:OliverWyman,27 mins,21-07-21,English,Not rated yet,164.00
Isadora Moon Collection 5,Writtenby:HarrietMuncaster,Narratedby:KatySobey,1 hr and 39 mins,01-10-20,English,Not rated yet,531.00
The Claw,Writtenby:PatrickCarman,"Narratedby:Dr.MikeKennedy,HunterPeterson,MarlinRamseyChan,",2 hrs and 7 mins,21-11-19,English,Not rated yet,501.00
Lucy's Magic Wand,"Writtenby:TrishaSpeedShaskan,TimberleeMyers",Narratedby:anonymous,4 mins,30-03-22,English,Not rated yet,82.00
Buzz Beaker vs Dracula,"Writtenby:ScottNickel,AndySmith",Narratedby:anonymous,9 mins,28-03-22,English,Not rated yet,105.00
Zombies and Meatballs,"Writtenby:BlakeHoena,DaveBardin",Narratedby:anonymous,8 mins,28-03-22,English,Not rated yet,93.00
Tuckerbean on the Moon,"Writtenby:JillKalz,BentonMahan",Narratedby:anonymous,2 mins,26-03-22,English,Not rated yet,82.00
Secret of the Summer School Zombies,"Writtenby:ScottNickel,MattLuxich",Narratedby:anonymous,9 mins,26-03-22,English,Not rated yet,105.00
Der Sternenmann und die furchtlose Prinzessin Luna,Writtenby:MaxvonThun,"Narratedby:MaxvonThun,RomediovonStein",16 mins,28-03-22,german,Not rated yet,99.00
Der Sternenmann und der magische Wasserkristall,Writtenby:MaxvonThun,"Narratedby:MaxvonThun,RomediovonStein",2 hrs and 59 mins,28-03-22,german,Not rated yet,367.00
Vampires and Veggies,"Writtenby:BlakeHoena,DaveBardin",Narratedby:Anonymous,7 mins,24-03-22,English,Not rated yet,93.00
Test Drive,"Writtenby:AnastasiaSuen,MichaelLaughead",Narratedby:anonymous,4 mins,24-03-22,English,Not rated yet,93.00
Moopy on the Beach,"Writtenby:CariMeister,DennisMessner",Narratedby:anonymous,5 mins,24-03-22,English,Not rated yet,93.00
The Incredible Rockhead,"Writtenby:ScottNickel,ChristopherS.Jennings",Narratedby:anonymous,12 mins,23-03-22,English,Not rated yet,105.00
Snorp the City Monster,"Writtenby:CariMeister,DennisMessner",Narratedby:anonymous,4 mins,23-03-22,English,Not rated yet,93.00
The Monster in the Mailbox,"Writtenby:XavierBonet,MichaelDahl",Narratedby:anonymous,46 mins,24-03-22,English,Not rated yet,152.00
The Voice in the Boys' Room,"Writtenby:MichaelDahl,XavierBonet",Narratedby:Anonymous,40 mins,24-03-22,English,Not rated yet,152.00
Skate Trick,"Writtenby:AnastasiaSuen,MichaelLaughead",Narratedby:Anonymous,3 mins,23-03-22,English,Not rated yet,93.00
A Robotics Mission,"Writtenby:ShannonMcClintockMiller,BlakeHoena,AlanBrown,",Narratedby:anonymous,8 mins,23-03-22,English,Not rated yet,82.00
Buzz Beaker and the Speed Secret,"Writtenby:CariMeister,BillMcGuire",Narratedby:anonymous,6 mins,22-03-22,English,Not rated yet,93.00
Snow Games,"Writtenby:AnastasiaSuen,MichaelLaughead",Narratedby:anonymous,4 mins,22-03-22,English,Not rated yet,93.00
Русалочка. Талисман забытых земель,Writtenby:АмандаЛуззадер,Narratedby:ЛюдмилаЧайковская,5 hrs and 43 mins,21-03-22,russian,Not rated yet,200.00
Dino Hunt,"Writtenby:AnastasiaSuen,MichaelLaughead",Narratedby:anonymous,4 mins,18-03-22,English,Not rated yet,93.00
The Demon Card,"Writtenby:JasonStrange,BradfordKendall,AlbertoDalLago,",Narratedby:Anonymous,13 mins,18-03-22,English,Not rated yet,152.00
The Stranger on the Stairs,"Writtenby:MichaelDahl,XavierBonet",Narratedby:anonymous,39 mins,18-03-22,English,Not rated yet,152.00
The Pest Show on Earth,"Writtenby:AaronReynolds,ErikLervold",Narratedby:anonymous,9 mins,18-03-22,English,Not rated yet,105.00
Buzz Beaker and the Outer Space Trip,"Writtenby:CariMeister,BillMcGuire",Narratedby:anonymous,6 mins,18-03-22,English,Not rated yet,93.00
The Goblin in the Grass,"Writtenby:XavierBonet,MichaelDahl",Narratedby:anonymous,47 mins,18-03-22,English,Not rated yet,152.00
A Prize Inside,"Writtenby:AnastasiaSuen,MichaelLaughead",Narratedby:anonymous,3 mins,18-03-22,English,Not rated yet,93.00
Invasion of the Gym Class Zombies,"Writtenby:ScottNickel,MattLuxich",Narratedby:anonymous,8 mins,18-03-22,English,Not rated yet,105.00
Zombie Cupcakes,"Writtenby:XavierBonet,MichaelDahl",Narratedby:anonymous,45 mins,16-03-22,English,Not rated yet,152.00
The Thing in the Woods,"Writtenby:SteveBrezenoff,RichardPellegrino",Narratedby:anonymous,38 mins,16-03-22,English,Not rated yet,164.00
Wings Above the Waves,"Writtenby:MichaelDahl,FedericoPiatti",Narratedby:anonymous,6 mins,16-03-22,English,Not rated yet,105.00
Ora the Sea Monster,"Writtenby:CariMeister,DennisMessner",Narratedby:anonymous,4 mins,16-03-22,English,Not rated yet,93.00
Ora at the Monster Contest,"Writtenby:CariMeister,DennisMessner",Narratedby:anonymous,6 mins,16-03-22,English,Not rated yet,93.00
The Lava Crown,"Writtenby:MichaelDahl,BenKovar",Narratedby:anonymous,1 hr and 16 mins,16-03-22,English,Not rated yet,199.00
Monster Hunter,"Writtenby:MichaelDahl,LuigiAime",Narratedby:anonymous,16 mins,16-03-22,English,Not rated yet,152.00
Buzz Beaker and the Super Fast Car,"Writtenby:CariMeister,BillMcGuire",Narratedby:anonymous,5 mins,16-03-22,English,Not rated yet,93.00
Do Not Let Your Dragon Spread Germs,"Writtenby:JulieGassman,AndyElkerton",Narratedby:TravisBaldree,6 mins,29-03-22,English,Not rated yet,234.00
Attack of the Mutant Lunch Lady,"Writtenby:ScottNickel,AndySmith",Narratedby:anonymous,6 mins,16-03-22,English,Not rated yet,105.00
Wind Power Whiz Kid,"Writtenby:ScottNickel,AndySmith",Narratedby:anonymous,9 mins,16-03-22,English,Not rated yet,105.00
Dragonblood: The Missing Fang,"Writtenby:MichaelDahl,FedericoPiatti",Narratedby:anonymous,6 mins,16-03-22,English,Not rated yet,105.00
Three Claws in the City,"Writtenby:CariMeister,DennisMessner",Narratedby:Anonymous,5 mins,16-03-22,English,Not rated yet,93.00
Ha... Ha... Hasya!,Writtenby:AshokRajagopalan,"Narratedby:TuhinMenon,RwitGhosh,MalavikaS.",1 hr and 32 mins,24-03-22,English,5 out of 5 stars1 rating,137.00
The Tower at the End of Time,Writtenby:AmySparkes,Narratedby:CharlieSanderson,4 hrs and 42 mins,24-03-22,English,Not rated yet,645.00
Das goldene Sternzeichen,Writtenby:GinaMayer,Narratedby:JuliaNachtmann,1 hr and 28 mins,16-03-22,german,Not rated yet,267.00
Isi & Bella - Ein Zwilling hext selten allein,"Writtenby:KatharinaMartin,LauraRosendorfer-Illustrator",Narratedby:AnnaDöing,5 hrs,25-03-22,german,Not rated yet,267.00
Ein Fuchs für Tomti,Writtenby:NinaBlazon,Narratedby:KatharinaThalbach,2 hrs and 48 mins,18-03-22,german,Not rated yet,300.00
Das kleine böse Buch 2,Writtenby:MagnusMyst,Narratedby:ArndtSchmöle,1 hr and 48 mins,25-03-22,german,Not rated yet,334.00
The Legend of the Dream Giants,Writtenby:DustinHansen,Narratedby:StefanRudnicki,5 hrs and 8 mins,22-03-22,English,Not rated yet,749.00
All the Pieces Fit,Writtenby:JuddWinick,"Narratedby:QuincySurasmith,KathleenMcInerney,BahniTurpin,",1 hr and 11 mins,29-03-22,English,Not rated yet,"1,005.00"
Alien Summer #1,"Writtenby:JamesS.Murray,CarsenSmith",Narratedby:TashiThomas,6 hrs and 5 mins,15-03-22,English,Not rated yet,904.00
Coraline,Writtenby:NeilGaiman,Narratedby:DorritPedersen,3 hrs and 6 mins,13-11-20,danish,Not rated yet,434.00
The Protectors,Writtenby:VictorKloss,Narratedby:PeterKenny,9 hrs and 22 mins,09-05-17,English,Not rated yet,"1,005.00"
Ender’s World,Writtenby:OrsonScottCard-editor,"Narratedby:GabrielledeCuir,JanisIan,ArthurMorey,",7 hrs and 46 mins,02-04-13,English,Not rated yet,702.00
Det korrupte rige,Writtenby:LeighBardugo,Narratedby:ThomasJacobClausen,20 hrs and 53 mins,07-10-19,danish,Not rated yet,300.00
The Zero Equation,Writtenby:ChristopherG.Nuttall,Narratedby:SaskiaMaarleveld,12 hrs and 49 mins,24-07-18,English,Not rated yet,"1,005.00"
Night Owl,"Writtenby:EmilyJenkins,LaurenMyracle,SarahMlynowski",Narratedby:RebeccaSoler,2 hrs and 44 mins,01-06-21,English,Not rated yet,492.00
"The 39 Clues, Book 2",Writtenby:GordonKorman,Narratedby:DavidPittu,4 hrs and 8 mins,02-12-08,English,5 out of 5 stars11 ratings,468.00
Isadora Moon Collection 3,Writtenby:HarrietMuncaster,Narratedby:KatySobey,1 hr and 44 mins,01-03-19,English,Not rated yet,531.00
Artemis Fowl and the Eternity Code,Writtenby:EoinColfer,Narratedby:GerryO'Brien,7 hrs and 47 mins,03-07-14,English,4 out of 5 stars11 ratings,820.00
Dragons at Crumbling Castle,Writtenby:TerryPratchett,Narratedby:JulianRhind-Tutt,4 hrs and 8 mins,11-09-14,English,5 out of 5 stars1 rating,547.00
Skandaler i Ponyville og andre historier,Writtenby:div.,Narratedby:AnnevigScheldeEbbe,2 hrs and 10 mins,27-03-20,danish,Not rated yet,233.00
Isadora Moon Collection 2,Writtenby:HarrietMuncaster,Narratedby:KatySobey,1 hr and 39 mins,01-09-17,English,Not rated yet,531.00
The Smartest Giant in Town,Writtenby:JuliaDonaldson,"Narratedby:ImeldaStaunton,JimCarter,StevenPacey",30 mins,07-10-08,English,5 out of 5 stars5 ratings,323.00
The Forge of Light,Writtenby:BenHale,Narratedby:DerekPerkins,10 hrs and 20 mins,05-07-16,English,Not rated yet,"1,005.00"
Best Nerds Forever,"Writtenby:JamesPatterson,ChrisGrabenstein",Narratedby:MarkSanderlin,4 hrs and 25 mins,03-05-21,English,5 out of 5 stars3 ratings,500.00
Magnus Chase og de nordiske guder - Ni fra de 9 verdener,Writtenby:RickRiordan,Narratedby:SonnyLahey,2 hrs and 36 mins,30-09-19,danish,Not rated yet,233.00
Kragens kald,Writtenby:LeighBardugo,Narratedby:ThomasJacobClausen,16 hrs and 15 mins,02-10-19,danish,Not rated yet,300.00
The Garden Behind the Moon,Writtenby:HowardPyle,Narratedby:BobbieFrohman,3 hrs and 27 mins,17-08-09,English,Not rated yet,164.00
"Magi, magi överallt!",Writtenby:PerditaFinn,Narratedby:EvaMariaOria,2 hrs and 2 mins,09-07-21,swedish,Not rated yet,166.00
Tormenta,Writtenby:AlfredoÁlamo,Narratedby:NachoGómez,5 hrs and 56 mins,12-07-21,spanish,Not rated yet,307.00
De stjålne børn,Writtenby:KasperHoff,Narratedby:PeterPilegaard,3 hrs and 36 mins,15-06-21,danish,Not rated yet,434.00
Das wundervolle Haus der vier Jahreszeiten,Writtenby:RosiDirschl,Narratedby:WernerSchmid,26 mins,01-07-21,german,Not rated yet,99.00
Bumblebee gegen Scuzzard,Writtenby:JohnSazaklis,Narratedby:JulianMill,1 hr and 28 mins,16-06-21,german,Not rated yet,233.00
Bazyliszek - legenda [Basilisk: A Legend],Writtenby:ArturOppman,Narratedby:JarosławBoberek,28 mins,22-06-21,polish,Not rated yet,154.00
Geheimagent aus dem All,Writtenby:TobiasGoldfarb,Narratedby:OliverRohrbeck,2 hrs and 28 mins,28-06-21,german,Not rated yet,233.00
Der kleine Drache Kokosnuss reist um die Welt,Writtenby:IngoSiegner,Narratedby:PhilippSchepmann,1 hr and 16 mins,14-06-21,german,Not rated yet,233.00
Der Geheimbund des Nautilus,Writtenby:ChristianeRittershausen,Narratedby:JensWawrczeck,4 hrs and 2 mins,13-07-21,german,Not rated yet,401.00
"De Meischter Eder und sin Pumuckl Nr. 10 [Master Eder and His Pumuckl, Book 10]","Writtenby:EllisKaut,JörgSchneider",Narratedby:SchneiderPaulBühlmannHeinzHitzFelixFelixDumérilRolfSiegristTrudiRothVincenzoBiagiInesTorelliWernerBaumgartner,54 mins,21-06-21,german,Not rated yet,328.00
Ne jamais dire jamais [Never Say Never],Writtenby:CatherineFrancoeur,Narratedby:MarionVanBogaertNolasco,4 hrs and 34 mins,07-07-21,french,Not rated yet,492.00
Ivy,Writtenby:KatherineCoville,"Narratedby:CarmenVivianoCrafts,CynthiaBishop,HaleyGrogan",2 hrs and 3 mins,21-06-21,English,Not rated yet,305.00
Mirabelle Has a Bad Day,Writtenby:HarrietMuncaster,Narratedby:EmilyWheaton,51 mins,01-07-21,English,Not rated yet,664.00
Storm Weaver,Writtenby:MattGriffin,Narratedby:LukeGriffin,5 hrs and 43 mins,01-07-21,English,Not rated yet,664.00
Zoey and Sassafras: Grumplets and Pests,Writtenby:AsiaCitro,Narratedby:JaninaEdwards,1 hr and 8 mins,15-06-21,English,5 out of 5 stars1 rating,585.00
A Dinosaur Ate My Sister,Writtenby:PoojaPuri,Narratedby:RameetRauli,5 hrs and 37 mins,24-06-21,English,Not rated yet,323.00
The Way to Impossible Island,Writtenby:SophieKirtley,Narratedby:SophieKirtley,7 hrs and 9 mins,08-07-21,English,Not rated yet,493.00
Nora and the Sacred Stone,Writtenby:LauraHatchRupper,Narratedby:LuoneIngram,3 hrs and 49 mins,23-06-21,English,Not rated yet,398.00
Leo's Map of Monsters: The Armoured Goretusk,Writtenby:KrisHumphrey,Narratedby:AlexWingfield,1 hr and 21 mins,01-07-21,English,Not rated yet,797.00
Sports Cars,Writtenby:SeanMcCollum,Narratedby:anonymous,19 mins,15-03-22,English,Not rated yet,93.00
Uneven Bars,"Writtenby:MartínBustamante,TracyNelsonMaurer",Narratedby:anonymous,28 mins,15-03-22,English,Not rated yet,93.00
Ride Right,"Writtenby:JillUrbanDonahue,BobMasheris",Narratedby:anonymous,4 mins,24-03-22,English,Not rated yet,82.00
Top Ice Hockey Tips,Writtenby:HeatherE.Schwartz,Narratedby:anonymous,22 mins,15-03-22,English,Not rated yet,93.00
Let's Play Basketball!,Writtenby:CarolK.Lindeen,Narratedby:anonymous,1 min,21-02-22,English,Not rated yet,82.00
Tommi non mollare!,Writtenby:LuigiGarlando,Narratedby:MosèSingh,2 hrs and 36 mins,01-12-21,italian,Not rated yet,190.00
Rampaging Rugby,Writtenby:RobinBennett,Narratedby:RobinBennett,1 hr and 20 mins,15-10-21,English,Not rated yet,759.00
La révolte des mascottes [The Revolt of the Mascots],Writtenby:GenevièveGuilbault,Narratedby:Pier-LucFunk,1 hr and 28 mins,17-08-21,french,Not rated yet,240.00
What Are the Winter Olympics?,"Writtenby:GailHerman,WhoHQ",Narratedby:ChantéMcCormick,1 hr and 6 mins,12-10-21,English,Not rated yet,351.00
